"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","37","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Game/Materials/M_WoodenWall2.M_WoodenWall2","0","14","1","1","15.308238","0","118"
"/Game/Materials/WoodenWall1.WoodenWall1","0","23","1","1","26.281055","0","279"
"/Game/Materials/M_WoodenPallete.M_WoodenPallete","0","23","1","1","25.487337","0","287"
"/Game/Materials/Textures/Waterheater_Tex/M_WaterHeater.M_WaterHeater","0","23","1","1","27.032179","0","298"
"/Game/Materials/M_TruckBed.M_TruckBed","0","23","1","1","25.191231","0","288"
"/Game/Materials/M_TrafficLight/M_TrafficLightYellow.M_TrafficLightYellow","0","23","1","1","25.602175","0","276"
"/Game/Materials/M_TrafficLight/M_TrafficLightBase.M_TrafficLightBase","0","23","1","1","25.374268","0","298"
"/Game/Materials/M_TrafficLight/M_TrafficLightRed.M_TrafficLightRed","0","23","1","1","24.104807","0","298"
"/Game/Materials/M_TrafficLight/M_TrafficLightGreen.M_TrafficLightGreen","0","23","1","1","24.410721","0","298"
"/Game/Materials/M_TrafficLight/M_TrafficLightBlack.M_TrafficLightBlack","0","23","1","1","24.627817","0","298"
"/Game/Materials/M_Tire.M_Tire","0","23","1","1","24.560266","0","298"
"/Game/Materials/M_Tent_Pipes.M_Tent_Pipes","0","23","1","1","25.300459","0","298"
"/Game/Materials/M_Tent_Metal.M_Tent_Metal","0","23","1","1","23.839642","0","298"
"/Game/Materials/M_Tent_Cloth.M_Tent_Cloth","0","23","1","1","24.963387","0","298"
"/Game/Materials/Small_woodenCrate.Small_woodenCrate","0","23","1","1","24.937960","0","292"
"/Game/Materials/Textures/ShippingContainers/Shipping_Container_Full/M_ShippingContainer_5.M_ShippingContainer_5","0","23","1","1","24.784510","0","298"
"/Game/Materials/Textures/ShippingContainers/Shipping_Container_Full/M_ShippingContainer_3.M_ShippingContainer_3","0","23","1","1","25.300390","0","298"
"/Game/Materials/Textures/ShippingContainers/Shipping_Container_Full/M_ShippingContainer_4.M_ShippingContainer_4","0","23","1","1","26.511318","0","298"
"/Game/Materials/Textures/ShippingContainers/Shipping_Container_Full/M_ShippingContainer_2.M_ShippingContainer_2","0","23","1","1","25.061075","0","298"
"/Game/UI/Assets/DamageIndicator_Mat.DamageIndicator_Mat","0","16","1","1","9.750279","0","151"
"/Game/Materials/Textures/Ship/M_shipthrusters.M_shipthrusters","0","23","1","1","25.589376","0","285"
"/Game/Materials/Textures/Ship/M_ShipHandles.M_ShipHandles","0","23","1","1","25.875116","0","298"
"/Game/Materials/Textures/Ship/M_ShipGlow.M_ShipGlow","0","23","1","1","24.827852","0","298"
"/Game/Materials/Textures/Ship/M_shipglass.M_shipglass","0","23","1","1","25.232004","0","298"
"/Game/Materials/Textures/Ship/M_DarkerMetalShip.M_DarkerMetalShip","0","23","1","1","24.812101","0","274"
"/Game/Materials/Textures/Ship/CombinedShip_UV_M_Ship_Boxes_Mat.CombinedShip_UV_M_Ship_Boxes_Mat","0","14","1","1","14.772760","0","118"
"/Game/Materials/Textures/Ship/M_ShipBoxes.M_ShipBoxes","0","23","1","1","25.585373","0","277"
"/Game/Materials/Textures/Ship/CombinedShip_UV_M_Ship_Boxes_BaseColor_Mat.CombinedShip_UV_M_Ship_Boxes_BaseColor_Mat","0","14","1","1","14.994074","0","118"
"/Game/Materials/Textures/Ship/M_Ship_base.M_Ship_base","0","23","1","1","25.345312","0","298"
"/Game/Materials/M_Shack3_wood.M_Shack3_wood","0","23","1","1","25.293224","0","298"
"/Game/Materials/M_Shack2_FlatSheets.M_Shack2_FlatSheets","0","23","1","1","24.700207","0","298"
"/Game/Materials/M_shack2_Door.M_shack2_Door","0","23","1","1","24.748493","0","293"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","120","1","1","132.344986","0","6399"
"/Game/Materials/M_shack2_DoorFrame.M_shack2_DoorFrame","0","23","1","1","25.110779","0","271"
"/Game/Materials/M_Shack2_base.M_Shack2_base","0","23","1","1","24.566210","0","277"
"/Game/Materials/M_shack1_Door.M_shack1_Door","0","23","2","1","24.944618","0","296"
"/Game/Materials/M_Shack1_DoorFrame.M_Shack1_DoorFrame","0","23","1","1","24.445955","0","298"
"/Game/Materials/M_Shack1_base.M_Shack1_base","0","23","1","1","24.960505","0","284"
"/Game/Materials/Textures/SciFI_wall6_Tex/M_Scifiwall6.M_Scifiwall6","0","23","1","1","25.263821","0","298"
"/Game/Materials/Textures/SciFi_WAll4_Textures/Actual/M_Scifiwall4.M_Scifiwall4","0","23","1","1","24.492775","0","292"
"/Game/Materials/Textures/SciFi_WAll4_Textures/Actual/M_ScifiWAll4_pipes.M_ScifiWAll4_pipes","0","14","6","1","16.474777","0","98"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","51","1","1","58.280098","0","1270"
"/Game/Materials/Textures/SciFI_wall4Corner_Tex/M_SCifiCorner4.M_SCifiCorner4","0","23","1","1","24.450144","0","291"
"/Game/Materials/Textures/SciFI_wall4Corner_Tex/M_Scificorner4_pipes.M_Scificorner4_pipes","0","23","1","1","25.691072","0","289"
"/Game/Materials/Textures/Scifi_Wall2_Corner_Tex/M_Scifi_Wall2_Corner.M_Scifi_Wall2_Corner","0","14","1","1","16.518688","0","118"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","45","3","1","37.897591","0","909"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","45","1","1","39.207478","0","741"
"/Game/Particles/Fires/FireMats/FlamethrowerMat.FlamethrowerMat","0","27","1","1","26.019226","0","250"
"/Game/Materials/Textures/Scifi_Wall1_Corner_Tex/M_Scifi_Wall1_Corner.M_Scifi_Wall1_Corner","0","23","2","1","25.496241","0","183"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","51","1","1","59.426994","0","604"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","96","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/Materials/Textures/SciFi_Door2_TEx/M_ScifiDoorWay2.M_ScifiDoorWay2","0","23","1","1","24.201130","0","85"
"/Game/Materials/Textures/SciFi_Door2_TEx/M_SCifidoor2.M_SCifidoor2","0","23","3","1","24.955540","0","124"
"/Game/Materials/Textures/SCifiWAll_corner6_Tex/M_ScifiCorner6.M_ScifiCorner6","0","14","1","1","15.648720","0","59"
"/Game/Materials/Textures/SciFIWall5_Tex/Tex2/M_SCfiwall5Lerp_5.M_SCfiwall5Lerp_5","0","23","9","1","29.294199","0","126"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/Angel/HexMAT.HexMAT","0","27","27","1","22.291004","0","44"
"","0","1","0","1","0.000000","158","0"
"/Game/ANI_TESTS/TESTS_FOR_FPS/M_Bot_ArmJoints.M_Bot_ArmJoints","0","28","1","1","34.567245","0","202"
"/Game/ANI_TESTS/TESTS_FOR_FPS/M_Gun_BaseMetal.M_Gun_BaseMetal","0","28","10","1","28.449472","0","132"
"/Game/Particles/Lighting/LightningMats/LightningSlamTest1.LightningSlamTest1","0","36","1","1","33.004208","0","208"
"/Game/Particles/Lighting/LightningMats/LightningMat.LightningMat","0","36","4","1","33.520340","0","331"
"/Game/Particles/Bloods/BloodMats/BloodMat.BloodMat","0","75","29","1","84.290520","0","665"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","51","18","1","55.137878","0","270"
"/Game/Decals/DecalBotzRule.DecalBotzRule","0","27","6","1","25.695845","0","74"
"/Game/Decals/DecalDemon.DecalDemon","0","27","1","1","28.946970","0","376"
"/Game/Decals/BulletHole.BulletHole","0","27","1","1","29.818928","0","215"
"/Game/Decals/Decal404.Decal404","0","27","3","1","27.168913","0","127"
"/Game/Decals/Evil_eye_MAT.Evil_eye_MAT","0","27","8","1","26.403320","0","105"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","58","6","1","58.710091","0","276"
"/Game/FirstPersonBP/Blueprints/ChainMAT5.ChainMAT5","0","24","24","1","26.261488","0","44"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","0","62","1","0.000000","0","0"
"/Game/Materials/LanscapeMats/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","23","23","1","22.643351","0","23"
"/Game/Angel/HexMAT1.HexMAT1","0","27","1","1","24.466877","0","404"
"/Game/Particles/Misc/MiscMats/NewMaterialTester.NewMaterialTester","0","110","2","1","126.000023","0","6454"
"/Game/Particles/Misc/MiscMats/NewMaterial.NewMaterial","0","110","2","1","123.524620","0","5757"
"/Game/Decals/Decal_yellow_watching_MAT.Decal_yellow_watching_MAT","0","27","1","1","28.721491","0","404"
"/Game/Decals/Decal_watching_MAT.Decal_watching_MAT","0","27","3","1","28.723276","0","399"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/ANI_TESTS/TESTS_FOR_FPS/M_Bot_UpperJunk.M_Bot_UpperJunk","0","28","1","1","31.162502","0","423"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","112","13","2","114.207970","0","3225"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","60","1","0.000000","0","0"
"/Game/Decals/DecalThisWay.DecalThisWay","0","27","3","1","31.495153","0","323"
"/Game/Materials/LanscapeMats/AutoLandscape/Materials/M_AutoLandscape.M_AutoLandscape","0","824","32","10","845.081787","0","20201"
"/Game/Materials/M_Fences/M_Fence2_Wire.M_Fence2_Wire","0","14","1","1","15.063163","0","45"
"/Game/Materials/Textures/FlatWall_baseTexture5/M_flatwall_lerp_2.M_flatwall_lerp_2","0","23","2","1","25.183552","0","108"
"/Game/Materials/Textures/ModWall1_Textures/MOdwall1_2.MOdwall1_2","0","23","3","1","25.461567","0","120"
"/Game/Materials/M_LampLight/M_LampLightMetal1_2.M_LampLightMetal1_2","0","14","1","1","14.644693","0","96"
"/Game/Materials/Textures/ModWall2_Textures/Modwall2_2.Modwall2_2","0","23","6","1","25.097204","0","122"
"/Game/Materials/Textures/SCifiWall5_Corner_Tex/M_ScifiCorner5.M_ScifiCorner5","0","23","7","1","25.197853","0","87"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/Materials/Textures/SciFIWall5_Tex/Tex2/M_SCfiwall5Lerp_4.M_SCfiwall5Lerp_4","0","23","4","1","26.015804","0","199"
"/Game/Materials/Textures/SciFIWall5_Tex/Tex2/M_SCfiwall5Lerp_3.M_SCfiwall5Lerp_3","0","23","2","1","25.760462","0","120"
"/Game/Materials/Textures/SciFIWall5_Tex/Tex2/M_SCfiwall5Lerp_2.M_SCfiwall5Lerp_2","0","23","9","1","25.056944","0","84"
"/Game/Materials/Textures/SciFIWall5_Tex/Tex2/M_SCfiwall5Lerp.M_SCfiwall5Lerp","0","23","3","1","25.264084","0","117"
"/Game/Materials/Textures/SciFIWall5_Tex/M_ScifiWAll5_pipes.M_ScifiWAll5_pipes","0","23","6","1","25.927307","0","256"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/Materials/Textures/SciFIWall5_Tex/M_ScifiWAll5.M_ScifiWAll5","0","23","1","1","25.649242","0","192"
"/Game/Materials/Textures/SCifiWall5_Corner_Tex/M_ScifiCorner5_pipes.M_ScifiCorner5_pipes","0","23","4","1","25.645315","0","118"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/Materials/Textures/Scifi5_2/Wa/M_wall5_2.M_wall5_2","0","23","4","1","25.535398","0","119"
